Age,Gender,Relationship_Status,Academic_Level,Avg_Daily_Usage_Hours,Most_Used_Platform,num_app_switches,notification_count,Sleep_Hours_Per_Night,Affects_Academic_Performance,Conflicts_Over_Social_Media,Mental_Health_Score,Source
26,female,single,high school,5.249572444208923,facebook,63,187,7.055888564911789,no,yes,63.37765942391166,Synthetic_Smart
29,male,in relationship,undergraduate,5.273821018454312,youtube,31,37,5.381049511736782,yes,yes,46.17392770095019,Synthetic_Smart
22,female,married,high school,1.1003661912262226,youtube,98,87,5.4498289312687564,yes,yes,32.555642587394594,Synthetic_Smart
18,male,married,undergraduate,5.211105893122209,tiktok,98,46,8.292067929779527,no,no,44.817437399094395,Synthetic_Smart
22,female,married,undergraduate,1.8897863220521467,youtube,36,123,8.297791532773777,yes,no,22.53653254791705,Synthetic_Smart
28,female,in relationship,undergraduate,1.8927984613673594,facebook,15,51,7.249724647956517,no,yes,5.743039068071793,Synthetic_Smart
29,male,single,undergraduate,1.5079689795419884,instagram,19,63,8.518325862897573,no,yes,3.313934901334715,Synthetic_Smart
29,female,married,high school,8.127303892617126,tiktok,88,66,9.180785557749399,yes,no,56.155309293820196,Synthetic_Smart
18,female,in relationship,undergraduate,4.653758053830842,instagram,88,166,5.237118004112169,no,yes,59.61565519380626,Synthetic_Smart
23,male,married,undergraduate,1.7332612797451294,tiktok,19,182,5.775770736914791,no,no,18.020629816638888,Synthetic_Smart
24,female,single,graduate,5.488655737400986,instagram,41,130,4.662672192273428,yes,yes,67.02157855354976,Synthetic_Smart
26,female,single,undergraduate,9.661865815547088,youtube,44,197,9.322193189165844,no,no,72.95783617522594,Synthetic_Smart
22,female,single,high school,3.8771659097447455,instagram,85,179,4.45867443269325,yes,no,59.49217267233961,Synthetic_Smart
26,female,married,high school,5.335044787786455,tiktok,28,39,5.516708287051122,yes,no,37.69686436072118,Synthetic_Smart
29,male,single,undergraduate,5.08973685215504,facebook,42,51,5.9264422371434025,yes,no,37.548155546336346,Synthetic_Smart
28,female,single,high school,1.977249068036449,tiktok,79,64,4.776930750546079,no,no,30.732957888389954,Synthetic_Smart
21,male,in relationship,graduate,1.6662826619898539,twitter,58,155,6.596110153160262,no,yes,30.957164655769336,Synthetic_Smart
18,female,married,high school,6.815540855767146,facebook,74,134,8.708495353897654,no,yes,56.20169911090112,Synthetic_Smart
20,female,married,graduate,4.48528236314508,youtube,87,196,6.251624133933728,yes,no,65.2438360002574,Synthetic_Smart
24,male,single,undergraduate,7.617094118462169,twitter,76,101,9.531916875687,yes,yes,54.51199488785107,Synthetic_Smart
25,male,in relationship,high school,5.3919633377538165,twitter,79,171,8.195241146413748,no,yes,53.93660253665723,Synthetic_Smart
19,female,married,graduate,6.787450540366387,twitter,76,127,5.116982496028976,yes,no,66.86882733567884,Synthetic_Smart
25,female,in relationship,graduate,7.8098173089033684,facebook,73,59,4.00572247246238,yes,yes,63.36227490413789,Synthetic_Smart
18,female,in relationship,undergraduate,7.418981074358398,instagram,60,171,5.294593676679584,yes,yes,76.57769910865981,Synthetic_Smart
27,male,single,high school,5.94722739004439,youtube,61,43,7.47656113596112,no,yes,49.78219450051679,Synthetic_Smart
18,male,married,graduate,7.133913112435541,instagram,47,199,5.9505817549791375,no,no,65.78411193674123,Synthetic_Smart
22,female,single,undergraduate,2.645040589872079,tiktok,68,149,7.603351011101084,yes,yes,34.42715065020127,Synthetic_Smart
23,female,single,undergraduate,1.445763347718433,tiktok,21,54,6.606556239464158,no,yes,15.10232292675033,Synthetic_Smart
26,male,in relationship,graduate,3.5474488697397986,tiktok,12,38,7.472370844523996,no,yes,25.582386917805344,Synthetic_Smart
29,female,single,high school,8.64668077126396,instagram,63,73,6.484334425200366,no,yes,59.787140659323576,Synthetic_Smart
23,female,single,graduate,4.229740383704221,youtube,23,37,9.195090263651895,no,yes,25.123364027170087,Synthetic_Smart
28,female,married,high school,5.52185527587921,tiktok,79,30,9.738109605138632,no,yes,26.957338728457774,Synthetic_Smart
23,male,in relationship,undergraduate,9.509955677902516,facebook,42,144,4.614043510123012,yes,no,76.28933438680573,Synthetic_Smart
24,female,single,high school,7.398421371334362,instagram,49,35,4.252065384499972,yes,no,62.750268342498984,Synthetic_Smart
21,female,married,graduate,6.9298543512883874,tiktok,95,66,7.67389889748602,yes,yes,56.83045811961173,Synthetic_Smart
20,female,single,high school,7.540688162799786,youtube,82,99,8.28204457346311,yes,no,57.00669749470004,Synthetic_Smart
25,male,married,undergraduate,8.805128352046049,youtube,60,112,7.017312444687712,no,yes,64.22112114563865,Synthetic_Smart
21,female,married,high school,3.871536218298607,youtube,64,84,7.44526155210815,no,no,45.079625640199986,Synthetic_Smart
24,male,single,undergraduate,2.9928498891427937,twitter,99,179,4.304478661262694,no,no,54.48218035151847,Synthetic_Smart
24,male,married,graduate,1.4235458369922145,tiktok,22,86,8.871779805286618,no,no,6.0743825170246,Synthetic_Smart
20,male,married,high school,1.5218908652101333,facebook,20,183,8.546135397364438,no,yes,21.00593558749647,Synthetic_Smart
18,female,in relationship,high school,7.09792445270395,youtube,20,87,7.809624049237909,yes,yes,44.91682920519212,Synthetic_Smart
23,male,single,high school,5.152416788585723,tiktok,25,50,4.119165318080482,no,yes,46.862955821287834,Synthetic_Smart
27,male,married,undergraduate,8.818298730514224,twitter,21,109,5.068473199085576,no,no,59.35302617663009,Synthetic_Smart
18,male,in relationship,high school,6.091323004998987,instagram,56,166,7.93630273439405,yes,yes,59.36557727144365,Synthetic_Smart
20,male,in relationship,undergraduate,8.008166486772156,facebook,14,57,5.764884430071665,yes,yes,52.38873225409498,Synthetic_Smart
26,male,in relationship,graduate,5.257445571943267,instagram,53,106,6.557996525659373,no,no,40.52780136031065,Synthetic_Smart
29,female,in relationship,graduate,3.2236959334875848,tiktok,83,88,6.119922640428451,yes,no,50.18101990191431,Synthetic_Smart
26,male,in relationship,undergraduate,6.262097838079208,instagram,19,63,5.519722687969564,no,no,51.1524189791176,Synthetic_Smart
24,male,married,undergraduate,4.328994194632504,youtube,90,123,6.990660146467858,yes,no,43.537386330025655,Synthetic_Smart
24,female,in relationship,graduate,1.5723753067279507,tiktok,15,157,6.808862429833477,no,no,25.36184665451526,Synthetic_Smart
20,male,in relationship,undergraduate,4.398045166085042,facebook,63,40,5.531875273667017,yes,no,43.82161993035196,Synthetic_Smart
29,male,married,high school,9.438522772876425,instagram,81,73,9.242478699389775,no,no,57.758660111222596,Synthetic_Smart
20,male,married,high school,7.904466465731593,instagram,65,165,6.355487913710563,yes,no,77.83702222530825,Synthetic_Smart
23,male,married,high school,5.204810500529531,facebook,93,38,9.660859260264289,no,yes,34.85689965484473,Synthetic_Smart
23,female,in relationship,high school,9.091896095353322,tiktok,97,131,7.173025994781141,no,yes,73.07186215193344,Synthetic_Smart
26,female,married,undergraduate,4.010177748029433,facebook,73,124,7.351443289153569,yes,no,44.25184958270317,Synthetic_Smart
18,male,single,graduate,6.524713377833233,twitter,21,77,9.640923024965995,no,no,35.13272415914297,Synthetic_Smart
21,male,single,graduate,6.7051407661659574,twitter,13,29,8.005789121298797,no,no,29.4111172059611,Synthetic_Smart
25,female,single,high school,8.636988195103163,twitter,30,123,6.145635280142351,yes,no,64.38859317547623,Synthetic_Smart
19,male,married,undergraduate,9.406364816044038,facebook,38,132,9.101080093100013,yes,yes,61.58401189356727,Synthetic_Smart
29,female,single,graduate,2.4730142346172106,instagram,17,75,6.850619576835502,yes,yes,15.689549804224606,Synthetic_Smart
21,female,married,graduate,1.3270810341528578,facebook,73,58,5.92958154224442,yes,yes,30.132496526440534,Synthetic_Smart
23,female,in relationship,graduate,5.900205909655265,youtube,77,165,8.617569900733795,no,yes,52.14661576949252,Synthetic_Smart
29,female,in relationship,undergraduate,1.0375709808196247,youtube,40,40,7.7277425366446355,yes,yes,10.541250473920144,Synthetic_Smart
28,male,single,high school,7.697871134457873,youtube,34,110,7.902555366257737,no,yes,54.599238653898254,Synthetic_Smart
23,male,married,high school,9.91692332272687,instagram,75,151,5.97995278267376,yes,no,84.89048178748634,Synthetic_Smart
25,female,single,high school,3.7958007808809135,youtube,79,190,9.891746339257022,yes,no,45.988793813672004,Synthetic_Smart
23,female,single,graduate,5.566557331646274,facebook,15,129,8.90172514885619,no,yes,34.89670284850834,Synthetic_Smart
23,female,in relationship,undergraduate,4.005593696933659,twitter,26,196,5.277890738861409,yes,yes,54.99237947157094,Synthetic_Smart
25,male,in relationship,undergraduate,5.618077911486639,tiktok,33,89,6.296634600488143,yes,no,45.51554440908142,Synthetic_Smart
29,male,married,undergraduate,4.345539780654809,youtube,33,153,7.7477124773765365,yes,yes,42.48319421785636,Synthetic_Smart
27,female,in relationship,high school,8.245487259552608,tiktok,19,138,8.704561103720797,yes,no,56.959265408508365,Synthetic_Smart
25,male,married,graduate,1.8339301613126917,youtube,60,70,7.732193166910755,no,no,15.997045549511215,Synthetic_Smart
28,female,single,high school,2.3763931096531232,tiktok,25,128,6.8618023735772145,no,no,17.97606854881074,Synthetic_Smart
25,male,single,undergraduate,6.853309819137809,instagram,82,187,9.033343729649104,yes,yes,61.17672894552564,Synthetic_Smart
29,male,single,undergraduate,4.899732172459334,youtube,36,48,5.272477304118938,no,yes,48.46180203828781,Synthetic_Smart
27,male,in relationship,graduate,4.8450454812684125,twitter,61,48,7.854905363974877,no,no,33.47022834151425,Synthetic_Smart
21,male,single,undergraduate,2.6098427529978774,youtube,20,68,9.912243171553198,yes,yes,8.017809637273238,Synthetic_Smart
29,female,in relationship,undergraduate,7.977513764815626,facebook,87,102,6.4670262956100295,yes,no,68.17885386939524,Synthetic_Smart
24,female,married,undergraduate,5.555635092675825,tiktok,56,165,5.199683872958823,yes,no,56.576863577018166,Synthetic_Smart
28,female,in relationship,undergraduate,5.815520655703397,youtube,42,28,5.219570521764258,yes,no,43.136306304780945,Synthetic_Smart
25,male,in relationship,graduate,9.002597690822897,facebook,54,72,5.454098179176297,no,no,67.65236935464196,Synthetic_Smart
26,female,in relationship,undergraduate,7.513545502000642,facebook,34,165,5.734071035221154,yes,yes,57.570898704072974,Synthetic_Smart
22,female,married,undergraduate,3.3757428688001827,facebook,61,75,6.084063825953033,yes,no,43.127201428835455,Synthetic_Smart
23,female,in relationship,graduate,6.044351176880224,twitter,23,45,8.160170175124032,no,yes,32.963946699440136,Synthetic_Smart
19,male,in relationship,graduate,2.5542048239639215,twitter,34,171,7.390041923585512,yes,no,28.966148932166714,Synthetic_Smart
27,male,single,graduate,8.985238753375073,tiktok,64,40,8.189558816875024,no,no,56.685541576677764,Synthetic_Smart
21,female,single,high school,9.565080931534464,instagram,45,91,5.616583521312343,no,yes,72.23740253219817,Synthetic_Smart
20,male,in relationship,graduate,3.9552486901815964,tiktok,50,29,8.597573604968613,no,yes,22.302328807282848,Synthetic_Smart
29,male,in relationship,undergraduate,3.431283950504586,facebook,61,57,5.2103922537272895,no,yes,39.64451069719669,Synthetic_Smart
29,female,married,graduate,2.120048160734204,youtube,64,81,4.028642462010026,no,yes,44.653275224443554,Synthetic_Smart
28,female,single,graduate,9.954218992337568,youtube,42,108,8.30259718601051,no,no,70.04051288071099,Synthetic_Smart
19,female,married,undergraduate,5.446400085912518,twitter,22,90,4.254569017864336,no,yes,53.45165487879071,Synthetic_Smart
24,male,single,undergraduate,4.192354700581724,facebook,15,129,5.343422901596524,no,yes,40.90495716801939,Synthetic_Smart
19,female,single,graduate,5.414348108015391,tiktok,53,135,7.099916175007635,no,yes,55.55658603815258,Synthetic_Smart
22,female,in relationship,undergraduate,6.200428436686552,tiktok,99,136,9.963970206363532,yes,yes,57.48173845066845,Synthetic_Smart
28,male,in relationship,graduate,3.014115794360098,youtube,92,139,9.018121882433066,no,no,32.801525904451374,Synthetic_Smart
22,female,single,high school,6.763479943142243,tiktok,60,156,4.647206325216173,no,no,69.9621515967131,Synthetic_Smart
29,male,married,high school,1.7366901982974825,youtube,29,21,5.875524760798819,no,yes,7.938139948565305,Synthetic_Smart
26,male,in relationship,undergraduate,1.5755896802973686,tiktok,57,195,4.276602941941067,yes,no,42.421863710005795,Synthetic_Smart
26,female,married,high school,1.564156460828607,youtube,38,23,8.029045082493578,no,yes,14.37812497494714,Synthetic_Smart
25,female,single,undergraduate,3.083153557928187,instagram,50,136,8.686601878122937,yes,no,32.4823619681063,Synthetic_Smart
23,male,married,high school,9.27924860896996,twitter,87,179,8.226026403013044,yes,no,76.82863937537778,Synthetic_Smart
26,female,in relationship,undergraduate,3.692059851987713,instagram,91,124,7.579008381757787,yes,no,46.949824702147374,Synthetic_Smart
26,male,single,high school,3.4834901707281465,facebook,69,82,4.630565389936597,no,no,35.431855186591044,Synthetic_Smart
19,female,single,graduate,3.0925382386923768,youtube,29,182,8.870110864226628,no,no,22.081481122488665,Synthetic_Smart
29,female,in relationship,high school,2.0062445411499845,tiktok,64,185,5.349242936168568,yes,no,43.599292495685965,Synthetic_Smart
25,male,in relationship,high school,1.6508644934825933,facebook,51,60,8.548526297471856,no,no,10.30054121433555,Synthetic_Smart
18,male,married,high school,7.913524054539556,twitter,79,141,8.828411424487422,no,yes,58.76268146204683,Synthetic_Smart
27,male,in relationship,high school,2.773363634168841,twitter,34,144,7.707374903360396,yes,no,24.10851965104731,Synthetic_Smart
18,male,married,undergraduate,3.452729902636049,youtube,70,96,4.557430776054311,no,no,52.99185047105131,Synthetic_Smart
26,female,married,graduate,4.646563264349766,instagram,31,142,4.108205803591305,no,no,52.843707317279964,Synthetic_Smart
25,female,single,high school,8.358844889283686,instagram,41,150,9.80243111055805,yes,no,57.294058397407,Synthetic_Smart
23,female,single,graduate,1.1606360412007508,facebook,19,141,9.548913567120259,no,yes,7.694487267102621,Synthetic_Smart
29,female,single,undergraduate,5.348261368635495,tiktok,67,198,6.06286759363258,yes,no,61.928600279273326,Synthetic_Smart
24,female,married,undergraduate,4.7964810163603335,youtube,40,158,8.658957331620755,yes,yes,45.078064347362094,Synthetic_Smart
20,male,married,high school,6.543265231542982,twitter,99,112,9.330937315793886,yes,no,56.61934603672226,Synthetic_Smart
26,female,in relationship,high school,7.234504807937371,tiktok,22,60,5.316785867562795,no,yes,49.169083769474604,Synthetic_Smart
20,female,married,high school,9.456490265234603,instagram,73,21,6.220272136112485,yes,no,64.43044940608321,Synthetic_Smart
22,male,married,graduate,4.566407996695951,youtube,30,26,5.636737323540368,yes,yes,38.584424854556495,Synthetic_Smart
29,female,single,high school,8.649820369524903,youtube,84,78,6.540677501868032,no,yes,75.11970692678504,Synthetic_Smart
29,female,in relationship,graduate,3.1197144666266454,facebook,27,117,6.117247895072726,yes,no,33.422200239803715,Synthetic_Smart
21,male,married,undergraduate,5.501544775786358,youtube,26,44,9.243699577121065,yes,yes,28.767093159260398,Synthetic_Smart
19,male,single,graduate,4.1972347980454545,twitter,77,145,5.261498391374404,yes,yes,57.1786878045703,Synthetic_Smart
21,female,in relationship,undergraduate,4.213342561313649,twitter,80,36,4.018204064211259,no,no,42.24123383815561,Synthetic_Smart
27,male,in relationship,undergraduate,1.4349853169846805,instagram,30,49,7.784913608693509,yes,no,15.109157907249147,Synthetic_Smart
27,female,in relationship,undergraduate,4.117534055736192,facebook,98,69,9.859292290304609,no,no,27.845071767698514,Synthetic_Smart
26,male,married,undergraduate,8.911488574004515,facebook,47,127,7.372255311080237,no,yes,64.9466499846185,Synthetic_Smart
25,female,single,undergraduate,6.7528847288325515,facebook,70,91,4.32216690621165,no,no,72.66900362283776,Synthetic_Smart
28,male,single,undergraduate,9.711781189261233,facebook,65,197,5.072575474101236,yes,yes,95.1988886971516,Synthetic_Smart
21,male,single,high school,8.811952429641089,instagram,58,43,7.421643802276963,yes,no,46.96782217506869,Synthetic_Smart
22,female,in relationship,undergraduate,9.497333024005437,tiktok,65,133,5.632120376995404,yes,no,73.56573975467461,Synthetic_Smart
28,male,in relationship,high school,3.264897230617775,instagram,31,71,7.776192064538584,yes,no,27.621178362075327,Synthetic_Smart
20,male,married,high school,8.679471838113601,facebook,32,195,5.014099019757195,no,yes,73.10222523189577,Synthetic_Smart
26,female,married,graduate,3.2009426491153734,youtube,46,117,7.307489670991684,yes,no,29.784153089292953,Synthetic_Smart
29,male,single,graduate,9.286128084465322,facebook,58,158,9.057314882179814,yes,yes,75.91413715167702,Synthetic_Smart
18,male,married,undergraduate,7.5263794682561675,youtube,95,41,4.538584637079003,no,no,62.105173366033696,Synthetic_Smart
21,female,married,high school,7.589109806574444,facebook,88,68,6.635803770224017,no,yes,59.35589571742405,Synthetic_Smart
29,male,married,undergraduate,6.126570010982612,facebook,33,160,4.492695745302019,yes,yes,62.59555570379478,Synthetic_Smart
19,female,married,graduate,2.950802273165619,twitter,86,111,5.604763689282968,no,no,43.891761663254144,Synthetic_Smart
26,female,single,graduate,7.309380813639855,tiktok,66,100,5.739382095279392,yes,no,62.83365868924341,Synthetic_Smart
26,female,in relationship,graduate,2.4453267859144177,youtube,48,180,8.352602667429682,yes,no,30.59094713452862,Synthetic_Smart
29,female,married,high school,9.10597274088014,facebook,86,165,7.7145963698923845,yes,yes,72.92878934864056,Synthetic_Smart
25,male,married,graduate,3.7269558532214404,twitter,53,134,9.17257571461446,yes,no,31.567367453446792,Synthetic_Smart
29,female,in relationship,high school,3.6605609700071016,instagram,51,77,6.148284687415188,no,no,32.89566497400097,Synthetic_Smart
26,male,in relationship,graduate,8.514794193853003,tiktok,85,190,6.840098809122034,yes,yes,80.93334068852585,Synthetic_Smart
25,male,in relationship,graduate,5.48965469320816,twitter,80,101,7.830747454923946,no,yes,49.01652886949777,Synthetic_Smart
19,male,in relationship,graduate,1.0259013884452566,tiktok,86,76,5.77891253380678,yes,no,27.044040347232688,Synthetic_Smart
19,female,married,undergraduate,4.386181256969523,instagram,64,135,5.899770369302963,no,yes,46.959881841194616,Synthetic_Smart
20,female,married,high school,3.2146149583045727,instagram,18,42,5.02070053072898,yes,yes,35.50613431531563,Synthetic_Smart
21,male,married,high school,5.94883333683117,youtube,80,182,9.617696804483069,yes,no,60.3263787565658,Synthetic_Smart
20,female,married,undergraduate,4.508157896285711,youtube,64,86,6.217435560986352,yes,yes,50.542507656002655,Synthetic_Smart
21,male,married,graduate,1.6972063076587656,facebook,61,65,7.257592309378611,no,no,22.9138820779307,Synthetic_Smart
27,male,married,undergraduate,2.1640788180601733,youtube,83,150,8.593876410112607,yes,no,25.452374261718553,Synthetic_Smart
23,male,in relationship,high school,6.368158204919394,instagram,25,139,5.325594443378917,no,no,64.11293695684569,Synthetic_Smart
18,female,in relationship,graduate,1.9816687703921718,facebook,68,171,6.861647873486372,yes,no,41.88537094759335,Synthetic_Smart
25,female,single,undergraduate,9.57494005511205,facebook,21,94,9.601736147077506,yes,no,53.47352719195556,Synthetic_Smart
29,female,married,high school,8.434130651929227,facebook,32,181,8.7756128188506,yes,no,58.6425761436892,Synthetic_Smart
22,female,in relationship,graduate,4.867570002272057,twitter,46,77,9.431340038797828,yes,no,30.869043915122447,Synthetic_Smart
20,male,single,undergraduate,1.2903610089612203,youtube,21,179,8.145553752623734,yes,yes,23.960198503526296,Synthetic_Smart
26,female,in relationship,high school,1.3630862746671295,facebook,81,93,9.935227090520641,no,yes,20.915471914028927,Synthetic_Smart
29,male,single,undergraduate,8.339589564056931,youtube,51,67,7.73869718061665,yes,no,57.8315193649852,Synthetic_Smart
23,female,in relationship,graduate,1.364363862115936,youtube,10,53,4.027476113308394,yes,no,17.28618750668426,Synthetic_Smart
29,male,married,high school,7.904450140941246,facebook,22,170,5.150571283982689,no,yes,65.21692823298773,Synthetic_Smart
26,male,single,graduate,2.650471462658917,instagram,41,92,8.096281172066872,no,yes,20.8966016350611,Synthetic_Smart
29,female,single,undergraduate,8.011552274745465,facebook,64,99,7.429068305260906,no,no,56.40174657610637,Synthetic_Smart
21,male,in relationship,graduate,4.611211507378328,tiktok,23,72,4.230729079244494,no,yes,44.752909930351436,Synthetic_Smart
25,female,single,graduate,5.490839574428013,instagram,25,198,8.3254364342982,no,yes,48.53524929701214,Synthetic_Smart
19,female,married,undergraduate,9.372407775876487,twitter,44,192,6.47339425610363,no,yes,78.18464156755165,Synthetic_Smart
29,female,single,graduate,8.028167260299787,youtube,83,170,5.021784146602501,yes,no,83.66809829512299,Synthetic_Smart
29,female,married,high school,9.095294136682496,youtube,38,35,7.7158747492447795,yes,yes,48.69501797096387,Synthetic_Smart
26,female,single,undergraduate,1.4306269614115046,youtube,97,41,9.358891599786292,no,yes,18.986064611867505,Synthetic_Smart
18,female,married,high school,2.628060466492346,twitter,66,145,5.222097460570691,no,yes,42.750573672223155,Synthetic_Smart
22,female,married,graduate,5.778426308593298,facebook,83,146,9.330082755460737,no,no,47.374719783288704,Synthetic_Smart
29,female,in relationship,high school,1.7302970636550121,facebook,29,155,6.718172336195354,no,yes,28.542108296650404,Synthetic_Smart
27,male,in relationship,high school,7.748678344276571,youtube,83,183,6.193299252628989,no,yes,80.05483834163938,Synthetic_Smart
26,male,single,undergraduate,1.9302162196254287,tiktok,62,48,4.567082372819165,yes,yes,27.29067033442393,Synthetic_Smart
18,female,married,undergraduate,7.391926077776148,instagram,96,68,6.347938474562115,yes,no,61.24015103652278,Synthetic_Smart
28,male,in relationship,graduate,5.378771930653629,instagram,58,154,8.220459443121985,no,yes,54.15349676489758,Synthetic_Smart
23,female,single,high school,2.439322528440281,youtube,78,135,8.664991909428467,no,no,28.392545374595414,Synthetic_Smart
20,female,single,high school,1.4081502219103321,tiktok,42,51,8.39330429796672,no,yes,3.1230567295701244,Synthetic_Smart
28,male,single,graduate,9.003743690213884,instagram,84,109,6.943806438312725,yes,no,71.41920633951848,Synthetic_Smart
18,female,in relationship,graduate,9.956718121076717,instagram,18,142,7.462398453220931,yes,no,63.0919685663151,Synthetic_Smart
25,female,in relationship,high school,2.256556122507206,facebook,25,48,8.870270379231435,no,no,4.4154557879839125,Synthetic_Smart
18,male,single,high school,4.486232203104237,tiktok,11,194,8.909435008720989,yes,no,32.08643240958272,Synthetic_Smart
26,male,in relationship,high school,5.9558412868393065,facebook,11,31,9.786363204911353,yes,yes,23.737826279228866,Synthetic_Smart
18,male,single,high school,7.34052525758516,twitter,13,62,5.651111277159497,yes,yes,48.6616896462656,Synthetic_Smart
28,male,in relationship,high school,5.294754191053871,twitter,29,192,4.979328637533379,yes,no,65.20035845295534,Synthetic_Smart
24,female,in relationship,undergraduate,6.849033158487592,youtube,22,118,5.241804588455498,yes,yes,55.7705988802633,Synthetic_Smart
26,male,single,undergraduate,1.4206785108892945,youtube,18,151,9.017219608903286,yes,yes,8.914362593540764,Synthetic_Smart
28,male,in relationship,graduate,4.090840865456517,youtube,67,73,5.811587308292153,no,yes,50.24660125347333,Synthetic_Smart
27,male,married,undergraduate,8.335143285266527,youtube,51,137,8.361393284257069,yes,yes,68.56697529544327,Synthetic_Smart
23,female,in relationship,high school,1.6279846665138877,instagram,66,78,5.070215323784378,no,yes,29.510290943264405,Synthetic_Smart
21,male,single,undergraduate,2.2099717327269532,twitter,92,163,6.8526453844431074,yes,no,48.63007286557258,Synthetic_Smart
27,female,single,high school,1.0660213746025726,facebook,26,147,6.423007032747239,yes,no,28.125096039908936,Synthetic_Smart
29,female,in relationship,undergraduate,1.8568117304691545,youtube,80,95,7.152866820101492,yes,no,23.489391471930855,Synthetic_Smart
24,male,married,undergraduate,2.597527233468888,tiktok,12,73,9.19520164603956,no,no,6.896521012011187,Synthetic_Smart
21,male,in relationship,undergraduate,2.8451813009222,facebook,30,58,6.055079676495767,no,yes,19.10477563344262,Synthetic_Smart
21,male,single,undergraduate,8.900943309199654,tiktok,92,170,6.7709439196491745,no,yes,82.28444118420953,Synthetic_Smart
20,female,single,high school,1.8350379039295306,facebook,63,38,6.768834154431593,yes,no,16.250145433785054,Synthetic_Smart
25,female,married,graduate,5.688483296199331,tiktok,45,72,4.269172671724963,no,yes,46.29485024443048,Synthetic_Smart
27,female,married,graduate,8.347721905966004,twitter,21,46,4.43642672881254,yes,no,60.5118524942629,Synthetic_Smart
26,male,single,undergraduate,2.3328784744036497,youtube,48,68,9.452800790852901,yes,yes,14.707043817478244,Synthetic_Smart
26,male,married,undergraduate,6.644547698598976,youtube,86,27,8.823827474009223,no,no,42.61571767753324,Synthetic_Smart
19,female,single,graduate,4.533463126292789,youtube,78,180,6.648796431836004,yes,no,56.28482293163478,Synthetic_Smart
26,female,in relationship,high school,9.534651445784666,youtube,88,180,8.131974399297835,no,yes,71.36438767407446,Synthetic_Smart
22,male,in relationship,undergraduate,7.623856273491143,twitter,11,42,6.6872112937654276,yes,no,38.01894657028616,Synthetic_Smart
26,male,in relationship,high school,5.192336714598278,tiktok,58,151,6.083891942794482,yes,yes,60.389526262882384,Synthetic_Smart
22,male,married,undergraduate,5.656637035398121,tiktok,28,49,5.485665589938169,no,no,41.885710117139816,Synthetic_Smart
19,female,in relationship,graduate,4.886570171584313,facebook,30,81,6.890111277159906,yes,no,32.82207502176589,Synthetic_Smart
22,male,single,graduate,6.888810842376303,tiktok,63,59,9.300911507868452,yes,yes,42.59040983907531,Synthetic_Smart
29,male,married,undergraduate,1.4060131979218013,twitter,96,87,4.252941885228225,no,yes,37.55688707090069,Synthetic_Smart
25,male,single,graduate,7.501027890691503,instagram,17,93,9.571847916902712,yes,yes,45.73066056387409,Synthetic_Smart
21,female,single,graduate,8.299134089494144,youtube,29,158,4.504542770238341,no,no,78.48131232243426,Synthetic_Smart
25,male,in relationship,undergraduate,1.4035771627240328,youtube,16,140,4.652114125535407,no,yes,26.29715481256825,Synthetic_Smart
21,male,in relationship,high school,4.766327881688458,tiktok,29,131,7.014507175337072,no,no,41.95306455115944,Synthetic_Smart
24,male,single,high school,8.305164471218959,tiktok,65,59,5.685482180848027,no,yes,64.74195770240723,Synthetic_Smart
26,female,married,high school,7.034949159273238,twitter,13,135,6.277849580671511,no,yes,51.521601262204605,Synthetic_Smart
29,female,single,graduate,1.56922071187387,twitter,27,107,9.277408842427969,yes,no,7.594966538826197,Synthetic_Smart
18,male,married,undergraduate,9.78643457905191,instagram,97,173,7.595341110077315,yes,no,86.07130320818248,Synthetic_Smart
23,female,single,undergraduate,7.172533333246176,tiktok,51,151,9.609405617740247,yes,yes,50.13173815648412,Synthetic_Smart
20,female,single,high school,6.740099534678443,facebook,22,197,9.684676905735001,yes,no,50.941382255570566,Synthetic_Smart
18,female,in relationship,high school,4.619570222777078,youtube,24,153,4.705776574662954,yes,no,52.03814856587552,Synthetic_Smart
29,male,single,undergraduate,3.957041029103336,twitter,64,178,4.161034127347687,yes,yes,63.39353536656287,Synthetic_Smart
26,male,single,undergraduate,9.408336238591376,twitter,89,173,9.778461224094677,yes,yes,71.60255631966335,Synthetic_Smart
23,male,married,graduate,7.2612252064398,tiktok,72,143,4.561985694900246,no,yes,74.77486255339448,Synthetic_Smart
27,female,in relationship,high school,6.641304735929545,instagram,95,136,9.932580592599885,no,no,51.141448482652876,Synthetic_Smart
24,male,single,high school,5.501534020075709,youtube,49,195,6.663521536788823,yes,no,45.330716537476114,Synthetic_Smart
19,female,in relationship,graduate,7.01131817013135,facebook,72,136,9.476564351870431,no,yes,47.06705385388463,Synthetic_Smart
25,female,married,undergraduate,7.882521038506547,twitter,36,110,6.429011714901024,yes,no,56.12807875577658,Synthetic_Smart
24,female,married,graduate,7.905933994641991,youtube,56,52,6.532413322215016,no,yes,52.7891282040611,Synthetic_Smart
25,male,single,high school,9.774658236568268,twitter,10,76,8.765848193011937,no,yes,56.301974983960356,Synthetic_Smart
18,male,married,graduate,4.449345339443955,instagram,72,100,9.466491881092505,no,yes,39.5103520257816,Synthetic_Smart
29,female,single,high school,2.672473113583208,instagram,40,64,6.921448483063797,no,yes,29.029290658782585,Synthetic_Smart
