Age,Gender,Relationship_Status,Academic_Level,Avg_Daily_Usage_Hours,Most_Used_Platform,num_app_switches,notification_count,Sleep_Hours_Per_Night,Affects_Academic_Performance,Conflicts_Over_Social_Media,Mental_Health_Score,Source
20,male,in relationship,undergraduate,7.733333333333333,whatsapp,55,75,7.6,yes,1,Stressed,Synthetic_Imputed
20,female,single,graduate,7.95,whatsapp,55,84,8.2,no,3,Stressed,Synthetic_Imputed
14,female,single,graduate,7.166666666666667,whatsapp,53,49,7.2,yes,3,Stressed,Synthetic_Imputed
25,male,in relationship,graduate,7.7,tiktok,56,80,7.4,no,3,Stressed,Synthetic_Imputed
45,female,in relationship,graduate,3.9166666666666665,tiktok,53,110,5.3,no,4,Stressed,Synthetic_Imputed
21,female,in relationship,graduate,8.133333333333333,tiktok,51,41,7.2,yes,4,Stressed,Synthetic_Imputed
30,male,single,graduate,6.35,tiktok,71,84,6.4,yes,3,Stressed,Synthetic_Imputed
25,male,single,graduate,8.566666666666666,tiktok,53,100,6.4,no,4,Stressed,Synthetic_Imputed
32,female,single,undergraduate,6.316666666666666,youtube,48,106,5.4,yes,3,Stressed,Synthetic_Imputed
30,male,single,graduate,5.583333333333333,x,45,96,8.0,yes,2,Stressed,Synthetic_Imputed
51,male,complicated,graduate,2.8,x,52,106,5.4,yes,3,Healthy,Synthetic_Imputed
47,male,single,undergraduate,3.0166666666666666,x,55,94,5.6,no,1,Healthy,Synthetic_Imputed
25,male,single,graduate,8.2,instagram,47,80,5.3,yes,2,Stressed,Synthetic_Imputed
24,male,in relationship,undergraduate,8.416666666666666,instagram,47,100,8.4,no,2,Stressed,Synthetic_Imputed
35,male,in relationship,undergraduate,6.633333333333334,instagram,62,132,4.7,yes,2,Stressed,Synthetic_Imputed
33,female,in relationship,graduate,5.5,instagram,63,47,5.3,no,1,Stressed,Synthetic_Imputed
24,female,single,graduate,7.466666666666667,snapchat,57,49,7.2,yes,3,Stressed,Synthetic_Imputed
23,female,in relationship,undergraduate,8.083333333333334,facebook,52,64,6.0,no,4,Stressed,Synthetic_Imputed
38,female,in relationship,undergraduate,4.3,facebook,38,45,6.5,no,4,Stressed,Synthetic_Imputed
18,female,complicated,graduate,7.516666666666667,facebook,45,55,5.6,yes,3,Stressed,Synthetic_Imputed
16,male,single,undergraduate,6.35,whatsapp,43,102,7.2,yes,5,Stressed,Synthetic_Imputed
36,female,in relationship,high school,3.566666666666667,whatsapp,53,78,5.8,no,3,Healthy,Synthetic_Imputed
22,female,single,graduate,7.783333333333333,whatsapp,56,94,6.8,no,3,Stressed,Synthetic_Imputed
27,male,in relationship,undergraduate,6.0,whatsapp,62,90,7.2,yes,3,Stressed,Synthetic_Imputed
42,male,in relationship,graduate,3.966666666666667,tiktok,44,109,7.0,no,4,Stressed,Synthetic_Imputed
27,male,in relationship,undergraduate,6.583333333333333,youtube,47,50,6.7,yes,2,Stressed,Synthetic_Imputed
54,male,single,undergraduate,2.45,youtube,47,90,6.5,yes,3,Healthy,Synthetic_Imputed
51,male,single,graduate,2.6666666666666665,youtube,50,64,8.5,yes,4,Stressed,Synthetic_Imputed
13,male,single,graduate,6.85,x,48,51,6.4,yes,2,Stressed,Synthetic_Imputed
34,male,single,graduate,6.066666666666666,x,52,85,9.6,no,2,Stressed,Synthetic_Imputed
22,male,in relationship,undergraduate,8.466666666666667,instagram,44,130,4.1,yes,3,Stressed,Synthetic_Imputed
21,male,single,undergraduate,7.333333333333333,instagram,54,104,8.3,yes,2,Stressed,Synthetic_Imputed
22,female,single,undergraduate,7.55,instagram,49,90,8.0,no,2,Stressed,Synthetic_Imputed
53,male,complicated,graduate,2.7666666666666666,instagram,47,83,7.3,no,3,Healthy,Synthetic_Imputed
40,male,single,graduate,3.7333333333333334,snapchat,53,104,8.4,yes,3,Stressed,Synthetic_Imputed
30,female,single,undergraduate,5.95,snapchat,43,91,6.0,yes,3,Stressed,Synthetic_Imputed
19,male,single,undergraduate,8.166666666666666,snapchat,50,75,7.7,no,4,Stressed,Synthetic_Imputed
25,female,single,undergraduate,8.383333333333333,snapchat,44,55,6.2,yes,2,Stressed,Synthetic_Imputed
30,female,in relationship,undergraduate,6.6,snapchat,44,78,5.4,yes,3,Stressed,Synthetic_Imputed
30,male,in relationship,graduate,6.35,facebook,49,91,8.0,yes,1,Stressed,Synthetic_Imputed
24,male,in relationship,graduate,8.566666666666666,facebook,66,98,7.5,yes,3,Stressed,Synthetic_Imputed
52,female,single,graduate,2.433333333333333,facebook,49,96,7.0,yes,4,Healthy,Synthetic_Imputed
21,male,single,undergraduate,7.65,facebook,52,53,7.1,yes,2,Stressed,Synthetic_Imputed
37,male,single,high school,3.8666666666666667,facebook,52,90,7.6,yes,3,Healthy,Synthetic_Imputed
30,female,single,undergraduate,5.616666666666666,whatsapp,41,101,7.3,yes,4,Stressed,Synthetic_Imputed
35,male,single,undergraduate,5.833333333333333,whatsapp,46,32,5.7,yes,3,Stressed,Synthetic_Imputed
21,male,in relationship,graduate,8.233333333333333,tiktok,55,92,6.5,no,3,Stressed,Synthetic_Imputed
22,female,complicated,undergraduate,8.45,tiktok,50,30,5.6,yes,3,Stressed,Synthetic_Imputed
59,male,complicated,undergraduate,3.6666666666666665,tiktok,58,80,6.7,yes,3,Stressed,Synthetic_Imputed
26,female,single,graduate,5.533333333333333,tiktok,41,105,7.8,no,3,Stressed,Synthetic_Imputed
63,female,single,graduate,2.5,youtube,47,130,6.5,no,2,Stressed,Synthetic_Imputed
18,male,single,undergraduate,6.716666666666667,youtube,57,92,6.7,yes,4,Stressed,Synthetic_Imputed
25,female,single,graduate,7.933333333333334,youtube,48,96,6.5,yes,1,Stressed,Synthetic_Imputed
19,male,single,graduate,8.15,youtube,56,94,6.6,yes,2,Stressed,Synthetic_Imputed
16,female,single,undergraduate,7.116666666666666,x,47,98,6.3,yes,3,Stressed,Synthetic_Imputed
51,female,single,undergraduate,3.3333333333333335,x,42,56,7.8,no,3,Stressed,Synthetic_Imputed
18,male,in relationship,undergraduate,6.383333333333334,instagram,59,114,8.1,yes,3,Stressed,Synthetic_Imputed
14,female,single,undergraduate,6.6,instagram,46,56,8.2,yes,4,Stressed,Synthetic_Imputed
35,male,single,undergraduate,5.816666666666666,instagram,56,88,9.3,yes,1,Stressed,Synthetic_Imputed
23,male,single,graduate,8.033333333333333,instagram,47,33,7.6,no,1,Stressed,Synthetic_Imputed
32,female,single,graduate,6.0,snapchat,63,100,6.8,yes,2,Stressed,Synthetic_Imputed
15,male,in relationship,graduate,7.616666666666666,facebook,51,117,5.8,yes,4,Stressed,Synthetic_Imputed
19,male,single,undergraduate,7.483333333333333,facebook,43,92,8.3,no,2,Stressed,Synthetic_Imputed
20,female,complicated,graduate,7.7,facebook,61,96,7.7,no,0,Stressed,Synthetic_Imputed
20,male,in relationship,undergraduate,7.883333333333334,whatsapp,46,103,4.6,yes,3,Stressed,Synthetic_Imputed
39,male,single,undergraduate,4.1,whatsapp,53,37,4.8,yes,2,At_Risk,Synthetic_Imputed
25,male,single,graduate,8.5,tiktok,43,110,7.1,no,2,Stressed,Synthetic_Imputed
19,female,single,graduate,7.766666666666667,youtube,32,70,5.5,no,3,Stressed,Synthetic_Imputed
34,female,single,undergraduate,6.383333333333334,x,55,76,8.5,yes,1,Stressed,Synthetic_Imputed
26,male,single,graduate,6.6,x,57,37,5.5,yes,2,Stressed,Synthetic_Imputed
51,female,single,graduate,2.466666666666667,x,47,102,8.4,yes,4,Healthy,Synthetic_Imputed
27,female,single,undergraduate,5.65,instagram,53,97,8.4,yes,4,Stressed,Synthetic_Imputed
61,male,in relationship,undergraduate,2.8666666666666667,instagram,57,95,7.7,yes,3,Healthy,Synthetic_Imputed
31,female,single,graduate,6.266666666666667,snapchat,38,95,5.4,yes,3,Stressed,Synthetic_Imputed
19,female,in relationship,undergraduate,8.483333333333333,snapchat,57,70,7.3,yes,1,Stressed,Synthetic_Imputed
25,female,single,graduate,7.35,snapchat,52,96,7.3,no,4,Stressed,Synthetic_Imputed
23,female,in relationship,graduate,7.533333333333333,facebook,41,105,7.9,yes,2,Stressed,Synthetic_Imputed
44,female,in relationship,undergraduate,4.15,whatsapp,55,93,6.0,yes,2,At_Risk,Synthetic_Imputed
13,male,in relationship,undergraduate,7.366666666666666,whatsapp,45,50,8.3,no,3,Stressed,Synthetic_Imputed
43,male,single,undergraduate,3.4166666666666665,tiktok,40,61,4.6,yes,2,Stressed,Synthetic_Imputed
39,female,in relationship,graduate,3.6333333333333333,tiktok,49,86,8.1,no,2,Stressed,Synthetic_Imputed
22,male,complicated,undergraduate,8.033333333333333,youtube,62,100,5.4,yes,3,Stressed,Synthetic_Imputed
21,female,in relationship,graduate,8.25,youtube,41,54,5.8,no,3,Stressed,Synthetic_Imputed
21,female,in relationship,undergraduate,8.466666666666667,youtube,44,94,5.5,yes,3,Stressed,Synthetic_Imputed
15,female,in relationship,undergraduate,7.65,x,44,103,5.7,yes,3,Stressed,Synthetic_Imputed
21,male,in relationship,graduate,7.516666666666667,x,55,94,8.0,no,2,Stressed,Synthetic_Imputed
24,female,in relationship,high school,7.916666666666667,instagram,44,95,6.7,no,3,Stressed,Synthetic_Imputed
36,male,complicated,undergraduate,4.133333333333334,instagram,52,140,4.7,no,3,Stressed,Synthetic_Imputed
43,male,in relationship,graduate,4.35,instagram,50,132,6.0,yes,2,Stressed,Synthetic_Imputed
33,male,single,graduate,6.533333333333333,snapchat,47,56,7.2,yes,3,Stressed,Synthetic_Imputed
41,female,single,undergraduate,3.4,snapchat,49,75,4.5,yes,3,Stressed,Synthetic_Imputed
34,male,complicated,graduate,5.616666666666666,snapchat,45,87,6.6,no,3,Stressed,Synthetic_Imputed
21,female,in relationship,undergraduate,7.833333333333333,snapchat,47,76,4.8,no,2,Stressed,Synthetic_Imputed
36,female,single,undergraduate,3.8,facebook,57,75,7.4,no,4,Healthy,Synthetic_Imputed
21,female,single,undergraduate,8.016666666666667,facebook,50,129,7.6,no,2,Stressed,Synthetic_Imputed
25,male,in relationship,undergraduate,8.233333333333333,facebook,60,130,7.3,no,3,Stressed,Synthetic_Imputed
27,female,single,undergraduate,6.416666666666667,whatsapp,54,80,6.9,no,2,Stressed,Synthetic_Imputed
40,male,complicated,graduate,4.633333333333334,whatsapp,59,69,7.6,no,3,Stressed,Synthetic_Imputed
21,female,in relationship,undergraduate,7.683333333333334,tiktok,60,90,5.7,yes,1,Stressed,Synthetic_Imputed
18,female,in relationship,graduate,7.3,youtube,53,102,8.2,no,3,Stressed,Synthetic_Imputed
17,female,single,graduate,7.516666666666667,youtube,42,106,7.9,yes,2,Stressed,Synthetic_Imputed
21,male,in relationship,undergraduate,7.383333333333334,youtube,40,123,7.3,yes,3,Stressed,Synthetic_Imputed
22,male,single,graduate,7.6,youtube,53,82,5.1,no,2,Stressed,Synthetic_Imputed
14,male,in relationship,high school,6.566666666666666,x,55,61,8.1,yes,2,Stressed,Synthetic_Imputed
50,male,in relationship,undergraduate,3.183333333333333,instagram,50,59,7.5,no,2,Stressed,Synthetic_Imputed
21,female,in relationship,undergraduate,8.4,instagram,46,108,7.9,yes,4,Stressed,Synthetic_Imputed
22,male,single,undergraduate,8.616666666666667,instagram,54,49,5.9,no,4,Stressed,Synthetic_Imputed
16,female,single,undergraduate,6.483333333333333,instagram,48,66,6.0,no,4,Stressed,Synthetic_Imputed
32,female,single,graduate,5.45,snapchat,53,42,6.2,yes,3,Stressed,Synthetic_Imputed
29,female,single,graduate,5.666666666666667,snapchat,55,97,7.7,yes,3,Stressed,Synthetic_Imputed
26,male,in relationship,graduate,6.066666666666666,facebook,44,95,6.5,no,3,Stressed,Synthetic_Imputed
19,female,single,undergraduate,8.283333333333333,facebook,55,80,8.4,yes,1,Stressed,Synthetic_Imputed
68,female,single,graduate,3.5,facebook,56,56,5.3,yes,1,Healthy,Synthetic_Imputed
34,other,single,graduate,5.366666666666666,facebook,54,118,5.5,no,3,Stressed,Synthetic_Imputed
22,male,single,graduate,7.583333333333333,facebook,48,101,4.3,no,3,Stressed,Synthetic_Imputed
33,female,in relationship,undergraduate,5.333333333333333,whatsapp,49,108,6.2,no,2,Stressed,Synthetic_Imputed
35,female,single,graduate,5.55,whatsapp,41,83,7.1,yes,3,Stressed,Synthetic_Imputed
16,female,in relationship,graduate,6.766666666666667,whatsapp,63,89,8.2,yes,3,Stressed,Synthetic_Imputed
15,male,in relationship,undergraduate,6.95,tiktok,47,85,7.3,no,2,Stressed,Synthetic_Imputed
65,female,complicated,high school,3.1666666666666665,tiktok,51,49,8.0,yes,3,Stressed,Synthetic_Imputed
35,female,single,undergraduate,6.383333333333334,tiktok,65,102,6.5,yes,3,Stressed,Synthetic_Imputed
24,female,single,graduate,8.6,tiktok,46,45,7.2,yes,2,Stressed,Synthetic_Imputed
25,male,single,graduate,7.466666666666667,tiktok,52,75,6.8,yes,4,Stressed,Synthetic_Imputed
24,female,single,graduate,7.683333333333334,tiktok,48,101,8.7,yes,4,Stressed,Synthetic_Imputed
36,male,single,undergraduate,3.9,tiktok,47,71,5.0,no,3,Stressed,Synthetic_Imputed
32,female,in relationship,undergraduate,6.566666666666666,youtube,35,73,8.7,no,3,Stressed,Synthetic_Imputed
28,male,single,undergraduate,5.433333333333334,youtube,35,83,5.9,yes,4,Stressed,Synthetic_Imputed
66,male,in relationship,graduate,2.8333333333333335,x,52,75,7.8,yes,1,Healthy,Synthetic_Imputed
56,female,single,graduate,3.05,x,49,62,5.8,yes,3,Healthy,Synthetic_Imputed
49,female,in relationship,undergraduate,3.2666666666666666,x,41,45,9.5,yes,2,Stressed,Synthetic_Imputed
35,male,single,high school,6.45,instagram,44,107,6.5,yes,3,Stressed,Synthetic_Imputed
27,male,single,undergraduate,6.666666666666667,instagram,68,107,6.3,no,2,Stressed,Synthetic_Imputed
47,male,single,undergraduate,2.716666666666667,snapchat,56,112,7.2,yes,4,Stressed,Synthetic_Imputed
23,female,in relationship,undergraduate,7.933333333333334,snapchat,57,98,7.7,no,3,Stressed,Synthetic_Imputed
23,male,complicated,undergraduate,8.333333333333334,facebook,53,67,7.0,yes,4,Stressed,Synthetic_Imputed
31,male,in relationship,graduate,6.55,facebook,50,109,5.7,no,2,Stressed,Synthetic_Imputed
63,female,in relationship,graduate,2.4166666666666665,facebook,54,78,7.8,yes,4,Healthy,Synthetic_Imputed
17,female,complicated,undergraduate,6.6,whatsapp,52,39,7.8,yes,1,Stressed,Synthetic_Imputed
35,male,single,graduate,5.816666666666666,whatsapp,63,103,8.6,yes,1,Stressed,Synthetic_Imputed
21,female,single,undergraduate,8.033333333333333,whatsapp,51,84,6.4,yes,3,Stressed,Synthetic_Imputed
41,male,in relationship,undergraduate,4.25,whatsapp,48,80,5.6,no,2,At_Risk,Synthetic_Imputed
32,female,in relationship,undergraduate,6.216666666666667,tiktok,39,67,5.4,no,3,Stressed,Synthetic_Imputed
24,male,single,undergraduate,8.433333333333334,tiktok,56,73,6.6,yes,3,Stressed,Synthetic_Imputed
37,female,single,graduate,4.65,tiktok,52,86,7.2,no,3,Stressed,Synthetic_Imputed
25,male,single,graduate,7.516666666666667,tiktok,49,70,6.0,no,3,Stressed,Synthetic_Imputed
19,male,single,undergraduate,7.733333333333333,tiktok,48,125,6.4,no,2,Stressed,Synthetic_Imputed
32,male,complicated,graduate,5.95,tiktok,45,58,5.9,yes,3,Stressed,Synthetic_Imputed
26,female,single,undergraduate,5.483333333333333,youtube,46,84,8.2,yes,3,Stressed,Synthetic_Imputed
34,male,single,undergraduate,5.7,youtube,53,95,7.7,yes,2,Stressed,Synthetic_Imputed
20,other,in relationship,graduate,7.916666666666667,youtube,55,42,7.2,yes,2,Stressed,Synthetic_Imputed
28,male,in relationship,undergraduate,6.1,x,69,104,7.4,yes,3,Stressed,Synthetic_Imputed
32,male,single,graduate,6.316666666666666,x,62,80,5.4,no,2,Stressed,Synthetic_Imputed
35,female,single,graduate,5.366666666666666,instagram,53,65,6.3,no,2,Stressed,Synthetic_Imputed
19,female,in relationship,graduate,7.583333333333333,instagram,39,51,6.9,yes,3,Stressed,Synthetic_Imputed
30,female,single,undergraduate,5.983333333333333,snapchat,53,51,5.7,no,3,Stressed,Synthetic_Imputed
62,male,in relationship,graduate,3.2,snapchat,56,45,8.6,yes,4,Stressed,Synthetic_Imputed
19,female,single,undergraduate,8.416666666666666,snapchat,58,72,8.8,yes,3,Stressed,Synthetic_Imputed
20,female,single,graduate,8.6,facebook,41,38,7.9,no,3,Stressed,Synthetic_Imputed
32,female,single,undergraduate,5.466666666666667,facebook,50,86,7.3,yes,2,Stressed,Synthetic_Imputed
29,female,in relationship,graduate,5.866666666666666,whatsapp,39,97,4.8,no,1,Stressed,Synthetic_Imputed
19,male,single,undergraduate,8.483333333333333,tiktok,58,109,5.2,yes,2,Stressed,Synthetic_Imputed
48,male,single,graduate,2.35,tiktok,52,120,5.1,no,3,Stressed,Synthetic_Imputed
24,male,in relationship,graduate,7.75,youtube,51,52,7.1,no,2,Stressed,Synthetic_Imputed
43,female,in relationship,undergraduate,3.966666666666667,youtube,45,79,8.4,no,4,Stressed,Synthetic_Imputed
25,male,in relationship,undergraduate,8.366666666666667,x,45,77,5.8,yes,3,Stressed,Synthetic_Imputed
32,female,in relationship,graduate,6.583333333333333,x,57,101,5.7,no,1,Stressed,Synthetic_Imputed
19,female,single,undergraduate,7.633333333333334,instagram,59,98,5.6,yes,3,Stressed,Synthetic_Imputed
18,female,in relationship,high school,6.85,instagram,53,114,8.2,yes,2,Stressed,Synthetic_Imputed
69,male,in relationship,undergraduate,3.25,snapchat,57,84,7.4,yes,3,Stressed,Synthetic_Imputed
40,male,single,graduate,3.5166666666666666,facebook,59,78,5.9,yes,4,Healthy,Synthetic_Imputed
31,female,single,graduate,6.133333333333334,whatsapp,54,69,6.8,no,1,Stressed,Synthetic_Imputed
28,female,single,undergraduate,6.35,whatsapp,57,71,7.7,yes,4,Stressed,Synthetic_Imputed
31,male,in relationship,undergraduate,6.566666666666666,whatsapp,38,37,7.3,yes,3,Stressed,Synthetic_Imputed
27,female,in relationship,undergraduate,5.433333333333334,whatsapp,57,66,6.5,no,3,Stressed,Synthetic_Imputed
23,female,single,undergraduate,7.65,whatsapp,67,59,5.7,no,3,Stressed,Synthetic_Imputed
25,male,single,undergraduate,7.866666666666666,whatsapp,43,86,4.6,no,2,Stressed,Synthetic_Imputed
30,male,in relationship,graduate,5.4,tiktok,47,87,8.2,yes,3,Stressed,Synthetic_Imputed
34,male,in relationship,undergraduate,5.616666666666666,tiktok,57,54,7.6,no,1,Stressed,Synthetic_Imputed
31,male,single,undergraduate,6.016666666666667,youtube,45,51,8.0,yes,3,Stressed,Synthetic_Imputed
13,female,in relationship,undergraduate,7.233333333333333,youtube,53,75,5.6,yes,3,Stressed,Synthetic_Imputed
26,female,in relationship,undergraduate,6.633333333333334,x,38,111,8.1,yes,2,Stressed,Synthetic_Imputed
37,female,complicated,graduate,3.5,x,40,42,4.9,yes,3,Stressed,Synthetic_Imputed
28,female,single,undergraduate,5.716666666666667,x,53,114,7.8,no,4,Stressed,Synthetic_Imputed
14,male,in relationship,graduate,6.9,instagram,57,96,8.6,yes,3,Stressed,Synthetic_Imputed
66,male,in relationship,graduate,3.5166666666666666,snapchat,32,45,8.4,yes,2,Stressed,Synthetic_Imputed
24,male,single,undergraduate,7.383333333333334,snapchat,38,100,5.4,no,1,Stressed,Synthetic_Imputed
22,male,single,undergraduate,7.6,snapchat,60,68,8.3,yes,2,Stressed,Synthetic_Imputed
33,male,single,undergraduate,5.816666666666666,snapchat,56,55,9.5,yes,4,Stressed,Synthetic_Imputed
44,female,in relationship,undergraduate,4.033333333333333,snapchat,52,87,5.5,yes,3,Stressed,Synthetic_Imputed
32,male,single,graduate,5.783333333333333,facebook,42,106,7.6,yes,3,Stressed,Synthetic_Imputed
21,female,single,undergraduate,8.0,facebook,48,111,5.5,yes,2,Stressed,Synthetic_Imputed
20,male,complicated,graduate,8.216666666666667,facebook,52,110,9.5,no,1,Stressed,Synthetic_Imputed
24,female,single,undergraduate,8.4,whatsapp,56,42,5.5,yes,1,Stressed,Synthetic_Imputed
24,female,in relationship,high school,7.666666666666667,tiktok,43,33,5.5,yes,2,Stressed,Synthetic_Imputed
41,female,in relationship,undergraduate,3.8833333333333333,tiktok,46,68,5.8,no,2,Stressed,Synthetic_Imputed
22,female,single,undergraduate,8.283333333333333,youtube,53,114,5.5,yes,2,Stressed,Synthetic_Imputed
68,male,in relationship,undergraduate,3.5,youtube,39,51,6.5,no,3,Stressed,Synthetic_Imputed
26,male,in relationship,undergraduate,5.366666666666666,youtube,59,84,4.9,no,3,Stressed,Synthetic_Imputed
13,male,single,undergraduate,6.583333333333333,youtube,46,84,7.3,yes,3,Stressed,Synthetic_Imputed
18,female,complicated,graduate,6.55,x,66,79,6.7,no,2,Stressed,Synthetic_Imputed
60,male,single,graduate,2.7666666666666666,x,50,52,6.4,no,3,Healthy,Synthetic_Imputed
40,other,single,graduate,3.9833333333333334,x,43,75,7.3,yes,3,Stressed,Synthetic_Imputed
26,female,complicated,graduate,6.2,x,50,97,8.0,yes,4,Stressed,Synthetic_Imputed
34,male,in relationship,undergraduate,6.416666666666667,x,57,59,5.5,no,3,Stressed,Synthetic_Imputed
35,male,single,undergraduate,6.166666666666667,instagram,60,43,5.8,yes,1,Stressed,Synthetic_Imputed
27,female,single,graduate,6.383333333333334,instagram,44,74,6.6,no,2,Stressed,Synthetic_Imputed
50,female,single,undergraduate,2.433333333333333,snapchat,38,71,7.4,yes,3,Healthy,Synthetic_Imputed
19,female,single,graduate,7.65,snapchat,57,73,4.7,yes,2,Stressed,Synthetic_Imputed
27,female,single,graduate,5.866666666666666,snapchat,56,30,4.6,yes,3,Stressed,Synthetic_Imputed
15,female,single,graduate,7.05,facebook,55,68,6.8,no,4,Stressed,Synthetic_Imputed
20,female,single,graduate,8.666666666666666,whatsapp,50,117,8.0,no,3,Stressed,Synthetic_Imputed
44,female,single,undergraduate,3.533333333333333,whatsapp,46,108,7.9,yes,3,Healthy,Synthetic_Imputed
28,male,in relationship,graduate,5.75,whatsapp,43,59,8.6,no,1,Stressed,Synthetic_Imputed
25,male,in relationship,high school,7.966666666666667,whatsapp,46,95,3.9,yes,4,Stressed,Synthetic_Imputed
21,female,single,undergraduate,8.183333333333334,whatsapp,40,63,7.5,yes,3,Stressed,Synthetic_Imputed
18,female,in relationship,undergraduate,7.4,whatsapp,54,84,5.2,no,3,Stressed,Synthetic_Imputed
22,female,in relationship,undergraduate,7.933333333333334,tiktok,60,48,6.2,yes,2,Stressed,Synthetic_Imputed
51,female,complicated,graduate,3.15,tiktok,60,45,7.8,yes,2,Stressed,Synthetic_Imputed
64,male,in relationship,graduate,3.55,youtube,63,110,6.2,yes,3,Stressed,Synthetic_Imputed
55,male,single,undergraduate,2.4166666666666665,youtube,39,80,7.7,no,3,Healthy,Synthetic_Imputed
32,male,in relationship,undergraduate,5.633333333333334,youtube,53,58,5.8,no,1,Stressed,Synthetic_Imputed
33,female,in relationship,graduate,5.85,youtube,38,101,6.1,yes,3,Stressed,Synthetic_Imputed
31,female,single,undergraduate,6.066666666666666,youtube,44,47,6.9,no,2,Stressed,Synthetic_Imputed
21,female,complicated,graduate,7.816666666666666,x,36,93,7.2,yes,3,Stressed,Synthetic_Imputed
21,female,single,graduate,8.033333333333333,x,51,68,6.4,no,4,Stressed,Synthetic_Imputed
17,male,in relationship,graduate,7.25,x,65,95,8.0,yes,3,Stressed,Synthetic_Imputed
39,male,single,graduate,4.433333333333334,instagram,50,75,7.2,no,3,Stressed,Synthetic_Imputed
32,female,in relationship,undergraduate,6.65,instagram,42,91,7.1,yes,3,Stressed,Synthetic_Imputed
45,male,single,graduate,3.5166666666666666,instagram,44,84,3.9,yes,2,Stressed,Synthetic_Imputed
19,male,single,undergraduate,7.7,snapchat,50,72,4.5,yes,3,Stressed,Synthetic_Imputed
35,female,single,graduate,5.916666666666667,snapchat,38,49,7.0,no,3,Stressed,Synthetic_Imputed
35,female,in relationship,undergraduate,6.316666666666666,facebook,47,91,4.9,no,3,Stressed,Synthetic_Imputed
24,male,single,graduate,8.533333333333333,facebook,59,95,8.2,yes,3,Stressed,Synthetic_Imputed
14,male,in relationship,graduate,6.583333333333333,whatsapp,50,79,7.9,yes,1,Stressed,Synthetic_Imputed
19,female,single,undergraduate,8.2,tiktok,52,79,8.2,yes,1,Stressed,Synthetic_Imputed
36,female,in relationship,graduate,3.466666666666667,youtube,51,57,7.6,yes,3,Stressed,Synthetic_Imputed
44,female,single,graduate,4.083333333333333,x,53,94,5.7,yes,2,Stressed,Synthetic_Imputed
32,female,in relationship,graduate,6.3,x,45,48,6.7,no,3,Stressed,Synthetic_Imputed
20,female,single,undergraduate,8.516666666666667,x,37,57,8.8,yes,3,Stressed,Synthetic_Imputed
26,male,in relationship,graduate,5.35,instagram,42,46,6.5,no,1,Stressed,Synthetic_Imputed
30,female,in relationship,graduate,5.566666666666666,instagram,59,85,8.2,yes,2,Stressed,Synthetic_Imputed
26,female,in relationship,graduate,5.966666666666667,snapchat,42,62,4.9,no,4,Stressed,Synthetic_Imputed
16,male,in relationship,undergraduate,7.583333333333333,facebook,57,65,5.6,no,2,Stressed,Synthetic_Imputed
28,female,single,graduate,5.45,facebook,44,115,4.5,yes,1,Stressed,Synthetic_Imputed
37,male,single,graduate,3.6666666666666665,facebook,56,59,7.2,yes,3,Healthy,Synthetic_Imputed
19,female,single,graduate,7.883333333333334,facebook,44,63,6.8,no,3,Stressed,Synthetic_Imputed
32,male,complicated,graduate,6.1,facebook,51,121,7.0,yes,3,Stressed,Synthetic_Imputed
28,female,single,undergraduate,5.85,whatsapp,46,64,8.2,no,1,Stressed,Synthetic_Imputed
59,female,in relationship,graduate,3.066666666666667,whatsapp,47,114,9.0,yes,3,Healthy,Synthetic_Imputed
42,female,in relationship,graduate,4.283333333333333,whatsapp,55,90,7.3,yes,4,At_Risk,Synthetic_Imputed
21,male,single,undergraduate,8.5,whatsapp,59,71,8.6,no,2,Stressed,Synthetic_Imputed
43,female,in relationship,undergraduate,4.466666666666667,tiktok,48,84,5.5,yes,4,Stressed,Synthetic_Imputed
21,female,single,undergraduate,7.333333333333333,tiktok,44,88,5.7,yes,3,Stressed,Synthetic_Imputed
28,female,single,undergraduate,5.55,tiktok,52,65,7.4,yes,3,Stressed,Synthetic_Imputed
42,male,single,graduate,3.7666666666666666,tiktok,46,74,7.4,no,3,Stressed,Synthetic_Imputed
45,male,single,undergraduate,3.7333333333333334,youtube,52,68,7.5,yes,3,Stressed,Synthetic_Imputed
32,female,single,graduate,5.95,youtube,48,70,8.3,yes,3,Stressed,Synthetic_Imputed
13,male,in relationship,undergraduate,7.166666666666667,youtube,41,37,5.8,yes,3,Stressed,Synthetic_Imputed
32,male,in relationship,undergraduate,6.383333333333334,youtube,53,94,7.9,yes,2,Stressed,Synthetic_Imputed
41,male,single,graduate,4.6,youtube,49,110,6.8,yes,2,Stressed,Synthetic_Imputed
47,male,in relationship,undergraduate,2.466666666666667,youtube,57,93,7.8,yes,3,Healthy,Synthetic_Imputed
29,female,single,undergraduate,6.35,x,48,121,8.2,no,3,Stressed,Synthetic_Imputed
30,female,single,graduate,5.616666666666666,instagram,69,80,5.2,no,3,Stressed,Synthetic_Imputed
23,female,single,undergraduate,7.833333333333333,instagram,52,104,7.2,yes,2,Stressed,Synthetic_Imputed
21,female,single,undergraduate,8.233333333333333,snapchat,43,99,4.7,yes,1,Stressed,Synthetic_Imputed
17,female,single,graduate,7.45,snapchat,50,132,7.7,yes,3,Stressed,Synthetic_Imputed
25,female,in relationship,graduate,8.666666666666666,snapchat,53,102,7.8,yes,2,Stressed,Synthetic_Imputed
